譯文ID	作業ID	原文ID	原文對話序號	語言別	內容
8494	99	5	62	zh-TW	她傳這封簡訊給我是要教我中文作業要怎麼表達
8495	99	5	63	en-US	You mean the reason why she sent this to you was to help you with your assignment? What is that mean?
8496	99	5	64	zh-TW	就像我太太說的 我在進修 要得到學位的話我必須要休30個學分 而當然我就有一些作業跟練習
8497	99	5	65	en-US	Can you explain what you are studying in your master program?
8498	99	5	66	zh-TW	我修的是英語教學 在這個學位中 有一部份是英語教學 也有文化語言能力的部分
8499	99	5	67	en-US	So you are studying the degree of TESOL, and there are some courses about culture, right?
8500	99	5	68	zh-TW	對阿我記得至少三堂課都跟文化溝通有關
8501	99	5	69	en-US	So the so-called culture communication course would give you what kind of assignments?
8502	99	5	70	zh-TW	這種課所給的作業因學生而異 拿我自己來說 我現在在台灣而且想要找一個英語教學的工作 為了要達到我必須要證明我有足夠的語言能力 所以我的作業很多都是中英文句子的轉換
8503	99	5	71	en-US	You mean because you plan to teach in Taiwan, so have to show your Chinese competent, right? So you have to do some assignment in the course, which contains the translation between Chinese and English, right?
8504	99	5	72	zh-TW	對阿 我也需要加強我的口說及寫作能力
8505	99	5	73	en-US	So back to the previous sentence, this was your assignment, right?
8506	99	5	74	zh-TW	對阿 我還記得這句 當我看到這個中文的時候 不知道英文怎麼多 你知道中文字對外國人來說很難辨別 我需要一點幫助 所以我才請我同事幫我 我叫他幫我翻譯然後把答案傳給我
8507	99	5	75	en-US	You mean the condition at that time was that you gave the Chinese sentence to your co-worker and asked her to tell you in English, right? That is, the content in the text was just the answer for your assignment, righ
8508	99	5	76	zh-TW	對 這封簡訊就只是我作業的答案而已
8509	99	5	77	en-US	And now please check page 14 to 16, the evidence one. Please check the content. Were these all because of your assignment?
8510	99	5	78	zh-TW	對 所有的簡訊都是為了幫助我完成作業才傳的
8511	99	5	79	en-US	So, about the law suit which accuse you of having an affair with Wang Tsai-Yen, what’s your explanation? 
8512	99	5	80	zh-TW	我老婆真的想太多了 我知道他對我負擔家計的程度感到不滿 我想讓法院知道的是 他對於我要進修沒有表示任何的支持 他不願意幫助我完成學業 如果他願意幫助我的話 我就不用請我同事來幫我了 我覺得他對於這些誤會應該要負全部的責任
8513	99	5	81	en-US	According to your statement, there seems to be some unhappy things between you and your wife?
8514	99	5	82	zh-TW	剛結婚的時候 真的很開心 但是問題是我的工作 我想要在台灣教葡萄牙文 可是卻沒有辦法獲得足夠的工作時數 所以我的工作就變成我們兩個之間的問題 我們為此一直吵架 他不相信我有努力 而且他對於我的挫折還有困境完全不了解
8515	99	5	83	en-US	Okay, then back to the master program. When did you start it? Are you done with it? Did you get the degree yet?
8516	99	5	84	zh-TW	我在2010年春天開始修這個學位 這是一個兩年的課程 我本來應該要在2012年12月完成 可是我沒有完成因為我還有工作所以沒有足夠的時間寫作業  就像我剛剛說過的 我老婆從來不支持我 我覺得在追求學位的路上很孤單 我就變得很累也很挫折
8517	99	5	85	en-US	You mean the course was supposed to a two-year program, and you didn’t finish it, why?
8518	99	5	86	zh-TW	因為我沒有辦法完成所有的課程要求
8519	99	5	87	en-US	So when was the last registered-semester ended?
8520	99	5	88	zh-TW	我最後一個註冊的學期是2101年秋天
8521	99	5	89	en-US	As you said, if the last day of the semester was 5th December, 2012, there shouldn’t be any further assignments, right? However, the text between you and your colleague proceeded for 6 month after that, why is that? 
8522	99	5	90	zh-TW	我沒有完成學位也不代表我不想增進我的語文能力阿 就算我沒有拿到學位我也想要增進我的中文 所以我還是自己繼續念
8523	99	5	91	en-US	You mean despite the failing of the course, you still wanted to improve your Chinese ability, right?
8524	99	5	92	zh-TW	對阿 所以我請我同事幫忙
8525	99	5	93	en-US	So your colleague was just like your tutor, right?
8526	99	5	94	zh-TW	他不只像我的家教 也是我真心的朋友
8527	99	5	95	en-US	Did you pay her?
8528	99	5	96	zh-TW	沒有 我有跟他說過要付他錢 可是他拒絕
8529	99	5	97	en-US	If you didn’t pay her, then why would she send text to you at night when it was supposed to sleep? Doesn’t that do beyond the relationship between coworker?
8530	99	5	98	zh-TW	所以這是為什麼我會說他是一個很好的朋友 他拿自己的時間來教我中文
8531	99	5	99	en-US	Do you still teach in that cram school?
8532	99	5	100	zh-TW	對我還在那工作
8533	99	5	101	en-US	So does she still work there, too?
8534	99	5	102	zh-TW	對阿 他也還在那邊工作 可是我們現在不是搭檔了
8535	99	5	103	en-US	Prosecutor, does there any evidence you want to further investigate?
8536	99	5	104	en-US	I want to subpoena Wang Tsai-Yen who works at Bo-Yuan cram school as witness. And ask her to elaborate the relationship between them, and the background of those texts.
8537	99	5	105	en-US	Plaintiff, is there any evidence you want to course to investigate for you?
8538	99	5	106	en-US	I heard that the cram school had taken some measures about the relationship between them. And I heard that the cram school tried to persuade her to quit the job. Is it possible to verify it to the cram school? 
8539	99	5	107	en-US	Defendant, do you have any evidence you want the court to investigate for you? The situation now is that your master program has ended, so it should not be taken as an excuse for the interaction between you and Wang Tsai-Yen. Especially, your interaction was always after 9pm, I think it suspectful. Do you have any evidence that may help you with your case?
8540	99	5	108	zh-TW	我想不出法院可以幫我偵查什麼耶 就像我之前說的 我們之間的互動是很單純的 我只是想要增進我的語言能力繼續學中文
8541	99	5	109	en-US	So the court will set the next court on June 9th in 2014 for witness procedure. Both of you have to be there. If it’s necessary, both of you can have lawyers. Do you understand?
8542	99	5	110	en-US	I understand.
8543	99	5	111	zh-TW	我了解
8544	99	5	112	en-US	Let’s end here.
8545	107	5	1	en-US	Today we are here for the preparation procedure, adultery case, case number 2887.
8546	107	5	9	en-US	null
8547	107	5	10	en-US	Your name, please?
8548	107	5	11	en-US	Yu-Hua Chen
8549	107	5	12	en-US	Your ID number?
8550	107	5	13	en-US	H284892843
8551	107	5	14	en-US	Your mailing address?
8552	107	5	15	en-US	5 fl., No. 414, Chungcheng Road, Xingdien Dist., New Taipei City.
8553	107	5	16	en-US	Your name, please?
8554	107	5	17	zh-TW	強尼安德森
8555	107	5	18	en-US	Your passport number?
8556	107	5	19	en-US	KB281849281
8557	107	5	20	en-US	Your ARC number?
8558	107	5	21	en-US	AD828918482
8559	107	5	22	en-US	Your mailing address?
8560	107	5	23	zh-TW	台北市大安區金華街124號7樓
8561	107	5	24	en-US	Now I am going to inform your rights and duties.
8562	107	5	25	en-US	You have the right to remain silent and do not have to make any statement against your will.
8563	107	5	26	en-US	You have the right to a lawyer. If you come from a low-income family, a medium-and-low-income family, or if you are an aborigine or meet other qualifications set by the law, you may ask the court for legal assistance.
8564	107	5	27	en-US	You have the right to ask the court to investigate any evidence which may help you with your case.
8565	107	5	28	en-US	Do you fully understand your rights?
8566	107	5	29	zh-TW	是的我知道了
8567	107	5	30	en-US	Today we are here for the preparing procedure of the adultery case. Yu-Hua Chen file the lawsuit for this case. Because of the intimate relationship between his husband Mr. Anderson and his co-worker. The plaintiff found some intimate messages from his co-worker in his cellphone. Also, Mr. Anderson sometimes has the tele-conferencing with his co-worker, and over-time work in the midnight. The evidence which the plaintiff research are beyond co-worker relationship. Therefore, she filed the lawsuit. Defendant, what’s your plea for your wife’s lawsuit against you?
8568	107	5	31	en-US	 我覺得我無罪，當然。
8569	107	5	32	en-US	In today’s procedure, we mainly discuss the details about the intimate messages. That is mainly for to investigate there is an affair or not, that constitute adultery case. Do both of you understand?
8570	107	5	33	en-US	 I understand.
8571	107	5	34	zh-TW	我明白。
8572	107	5	35	en-US	Plaintiff, how long do you marry to your husband? Do you have kid?
8573	107	5	36	en-US	I’ve married to my husband for 4 years but we don’t have kid.
8574	107	5	37	en-US	Did you marry to your husband in Taiwan? Or other place?
8575	107	5	38	en-US	 I met my husband in Taiwan. Four years ago, he came to Taiwan for teaching Portuguese.
8576	107	5	39	en-US	Is his job teaching Portuguese for past years?
8577	107	5	40	en-US	The time we just met, he was a Portuguese teacher. And he still kept teaching Portuguese when we just married. But there’s not many people want to learn Portuguese so his teaching hours was not stable. Sometime the period between jobs would be one or two months. To make the income more stable, he started to teach English. But English is not his mother tongue, he decided to take an advanced degree.
8578	107	5	41	en-US	You just mentioned he wanted to seek an advanced degree, is that mean he wanted to get a degree in Taiwan?
8579	107	5	42	en-US	No. He wanted to teach English in Taiwan, so he need to get a TESOL degree. He found a distance learning from California, U.S. so that he doesn’t need to go to California, U.S. but get the degree by the distance learning program. His plan is to get the English teacher job by the American degree.
8580	107	5	43	en-US	So what’s the relationship between your husband and the person he has an affair?
8581	107	5	44	en-US	They are co-workers in cram school. They are partner. One is foreign teacher, one is mandarin teacher. The person he has an affair with is the mandarin teacher.
8582	107	5	45	en-US	How do you know that they have an affair?
8583	107	5	46	en-US	In the beginning, I just noticed my husband stayed in cram school over-time. I asked him for several times why have to work over-time in English cram school? He told me that he had to communicate with his partner. I didn’t doubt him at the beginning. But I found that he sometimes had some call after he finish his job. He didn’t talk in front of me. He would talk in his study room. That made me start doubting so I went check his phone
8584	107	5	47	en-US	What’s the unusual in his cellphone?
8585	107	5	48	en-US	There are usually the same number shows up in his phone book. I was so curious so I go check his messages. And I found out that he message with a woman every day.
8586	107	5	49	en-US	I don’t think text messages matter. Was there any unusual content?
8587	107	5	50	en-US	If that just usual message, that is okay. But he is married, how can he have intimate messages with another woman? I’ve provided some text messages and I think it’s in the file.
8588	107	5	51	en-US	In the file one, page thirteen. Here are some message content for the defendant. Are those the messages in your phone?
8589	107	5	52	zh-TW	是的這些都是我手機裡的簡訊。
8590	107	5	53	en-US	Now I’m going to ask you some questions for the messages. The first messages is 9:50 PM, November thirty-first, 2012, from number 0958932xxx to your cellphone. The content is “我真的很想你，我的愛。” What is that?
8591	107	5	54	zh-TW	這是我同事傳給我的啊。我記得我那時候休了兩天假，她那時有點焦慮。所以她才發給我這樣的簡訊。我同事是在美國念過書所以她很開放，那是她表達的方式。至於我的愛這句話，這是我們稱呼我們所在乎的人的方式。
8592	107	5	55	en-US	You mean she text you because she was westernized for being educated in U.S.? She is more open minded to express, so “my love” doesn’t mean any special?
8593	107	5	56	zh-TW	沒啊這就只是好朋友老朋友之間互相表達我們很在乎對方。
8594	107	5	57	en-US	How about former sentence?
8595	107	5	58	zh-TW	就像我講的 她有點擔心，因為我們是工作上的搭檔啊。當我兩天沒上班她當然會想念我。
8596	107	5	59	en-US	You mean you text you that kind of message just because you had two days off? She missed you because of without you in the class? Just that
8597	107	5	60	zh-TW	對啊就只是這樣啊。對啊就跟內容講的一樣啊這根本就沒甚麼。
8598	107	5	61	en-US	The second message is at 23:55 PM, January thirteenth, 2013, from the same number to your phone. The content is “我真的好希望你在我身邊，為什麼我們不能真正的在一起?” What does that mean? Why the content?
8599	107	5	62	zh-TW	她之所以會傳給我這樣的簡訊主要是為了表達中文句子。這是我的作業。
8600	107	5	63	en-US	You mean she text you the message just for helping you the assignment? What does that mean?
8601	107	5	64	zh-TW	就像我老婆告訴庭上的。我開始了這個遠距教學程，在這遠距教學課程裡我得完成30個學分。自然，我需要完成一些功課與習題。
8602	107	5	65	zh-TW	Can you explain what is your master degree for?
8603	107	5	66	en-US	我的課程主要是英語教學。在課程裡，大部分是英語教學的部分，其他則是文化及語言能力相關。
8604	107	5	67	en-US	So you mean you get the TESOL degree, but there’re some courses about cross-culture communication?
8605	107	5	68	zh-TW	我記得大概有三棵是關於跨文化溝通課程。
8606	107	5	69	en-US	What’s the assignment in cross-culture communication courses?
8607	107	5	70	zh-TW	每個學生的作業都不太一樣，拿我舉例來說，我人在台灣，尋求教師資格，為了顯示我有這個這個能力勝任教師，所以有很多是關於中英語句的翻譯轉換。
8608	107	5	71	en-US	You mean to get the degree you have to prove that you have Chinese competence, so you have to complete the assignment in the course. And the assignment is to translate sentences? Is that right?
8609	107	5	72	zh-TW	對啊當然，而且我還得加強我的說和寫的能力。
8610	107	5	73	en-US	Okay let’s back to the former sentence, you said that is your assignment?
8611	107	5	74	zh-TW	對啊我還記得那句，當我知道中文句子時，我不知道如何變成英文。你懂的，有些中文對外國人而言實在很難分辨差別。我實在需要幫忙所以我找了我的同事幫我。我請她幫我翻譯並傳簡訊給我。
8612	107	5	75	en-US	Your mean you told your colleague that Chinese sentence so she text it into English and send it to you? That’s only the answer to your assignment
8613	107	5	76	zh-TW	那封簡訊就真的只是作業的答案而已。
8614	107	5	77	en-US	Messages in file one, page 14 to 16. Please have a look. Are those message also the help for your assignment?
8615	107	5	78	zh-TW	是的所有簡訊都是為了完成我的作業。
8616	107	5	79	en-US	So what’s your explanation for your wife said that you have an affair with your colleague Tsai-Yen Wang?
8617	107	5	80	zh-TW	我太太真的想太多了。我知道她對於我對家計的幫助一直很不滿意。我必須告訴庭上，從一開始修這門課，她就沒表現任何想支持我的意思。她根本就不想幫助我完成這個學位，如果她表現出她有點想幫助我的樣子，我就不會想請我同事幫助我。我覺得這一切的誤會都得怪她。
8618	107	5	81	en-US	As you just said, there are some unhappy between you and your wife?
8619	107	5	82	zh-TW	一開始我們剛結婚時的確還滿快樂的，但問題在於我的工作。我試著在台灣交葡萄牙語但我的工時實在太不穩定了。所以我的工作成為我們的大問題，我們為了這個問題一直爭吵，她一直不相信我的努力。我也沒辦法讓她明白我的艱困處境及我的沮喪。
8620	107	5	83	en-US	Okay, let’s back to the degree issue. When did your advanced degree start? Did that finished? Did you get the degree?
8621	107	5	84	zh-TW	我大概是2010年春天開始的，這是兩年期的課程。我應該在2012年的12月完成這門課程。但我並沒有如期完成因為我有兼職要做而且我也沒有完成這門課的作業。就像我講的，我老婆一點都不想幫
8622	107	5	85	en-US	You said that program is for two years, but you didn’t complete, why?
8623	107	5	86	zh-TW	我無法完成所有課程的要求。
8624	107	5	87	en-US	When does the last semester you registered complete?
8625	107	5	88	zh-TW	我註冊在學的最後一個學期事2012年的秋季。
8626	107	5	89	en-US	 If what you said is true, your semester finished on December fifth, 2012, that you would not have any assignment after that semester, right? But the text messages between 
8627	107	5	90	zh-TW	我雖然沒有完成這門課程，但不代表我就不想精進我的語言能力。就算我沒有得到我的學位，我還是想要我的中文能力進步，所以我持續自行學習。
8628	107	5	91	en-US	You mean though you didn’t complete the degree, you still want to improve your language competence to make your Chinese more fluently?
8629	107	5	92	zh-TW	是的這就是為什麼我請我的同事幫我。
8630	107	5	93	en-US	So the position that your colleague is your tutor?
8631	107	5	94	zh-TW	她不僅是家教也是我的好朋友。
8632	107	5	95	en-US	Did you pay her?
8633	107	5	96	zh-TW	沒有啊我原本想付錢給她但她拒絕了。
8634	107	5	97	en-US	If you didn’t pay her why she still text you in midnight the bed time for answering your questions? Don’t you think that is beyond the co-worker relationship
8635	107	5	98	zh-TW	就像我剛剛講過的，她是一個非常支持我的好朋友。她用她自己的時間幫助我學中文。
8636	107	5	99	en-US	Do you still work in that cram school?
8637	107	5	100	zh-TW	是的我仍在那邊任教。
8638	107	5	101	en-US	Is the co-worker, Tsai-Yen Wang still working there, too?
8639	107	5	102	zh-TW	她仍在那邊工作但我們不再是搭檔了。
8640	107	5	103	en-US	The prosecutor, do you have any person you want to subpoena or investigate any further evidence?
8641	107	5	104	en-US	I want to subpoena Tsai-Yen Wang, who was the co-worker in BoYuan cram school to clarify the relationship between the defendant and those messages. 
8642	107	5	105	en-US	Plaintiff, do you want the court to investigate for you
8643	107	5	106	en-US	 I’ve heard that cram school took some action for the relationship between my husband and her. Also I heard the cram school tried to persuade Tsai-Yen Wang to quit. Can we modify it from the cram school?
8644	107	5	107	en-US	 Defendant, do you want the court to investigate any evidence for you? The situation is, your degree finished on December fifth, 2012. You don’t have any reason to explain the intimate messages between you and Miss Wang. Especially, the message communication is mainly after 9PM, it’s very doubtful. Do you have any evidence which can help you?
8645	107	5	108	zh-TW	我覺得我的行為已經夠可以表現出我的清白了。就像我說的，我跟我同事間的簡訊來往是非常單純的。我只是想增進我的中文能力並持續的學中文。
8646	107	5	109	en-US	The next date will be set at 4:30PM June ninth, 2014, for the examination procedure. Plaintiff, defendant should show up. If it’s neccesarily, both of you can have a lawyer. Do you understand?
8647	107	5	110	en-US	I understand.
8648	107	5	111	zh-TW	我明白。
8649	107	5	112	en-US	Okay, court dismissed.
8650	115	5	1	en-US	Today we are here for preparation procedure of criminal case of adultery. Case number 2887
8651	115	5	9	en-US	null
8652	115	5	10	en-US	your name, please.
8653	115	5	11	en-US	Yu wha Chien
8654	115	5	12	en-US	null
8655	115	5	13	en-US	null
8656	115	5	14	en-US	null
8657	115	5	15	en-US	5F, NO414, Zhongzheng Rd, Xindian Dist,New Taipei City
8658	115	5	16	en-US	defendant, your name please.
8659	115	5	17	zh-TW	null
8660	115	5	18	en-US	null
8661	115	5	19	zh-TW	KB281849281
8662	115	5	20	en-US	null
8663	115	5	21	zh-TW	AD828918482
8664	115	5	22	en-US	null
8665	115	5	23	zh-TW	台北市大安區京華路124號7樓
8666	115	5	24	en-US	now I am going to inform you your right and obligation.
8667	115	5	25	en-US	You have the right to remain silent and do not have to make any statement against your will.
8668	115	5	26	en-US	You have the right to a lawyer. If you come from a low-income family, a medium-and-low-income family, or if you are an aborigine or meet other qualifications set by the law, you may ask the court for legal assistance.
8669	115	5	27	en-US	You have the right to ask the court to investigate any evidence which may help you with your case.
8670	115	5	28	en-US	 Do you fully understand your right?
8671	115	5	29	zh-TW	我瞭解
8672	115	5	30	en-US	Today we are her for the preparation of adultery case. The plaintiff, yu wha chen sued the case. The main reason is that her husband John Anderston has intimate messages with his colleague in cram school. The plaintiff checks her husband’ cell phone and found that there are some intimate messages. Moreover, her husband often makes up reasons for working and has tele-conferencing with his colleague chia en Wang. The information collected by the plaintiff is beyond the co-workers’ relationship. So she sued the case. Defendant, your wife sued you of adultery case, what‘s your plea?
8673	115	5	31	zh-TW	我當然無罪
8674	115	5	32	en-US	Today’s purpose of preparation procedure is that we will focus on the detail of messages between the defendant and his colleague. The purpose is to find that whether the defendant and his colleague constitute adultery. Do both parties understand the procedure?
8675	115	5	33	en-US	I understand
8676	115	5	34	zh-TW	我瞭解
8677	115	5	35	en-US	Plaintiff, how long did you marry your husband? Do you have any child?
8678	115	5	36	en-US	I have been married him for 4 years, we don’t have any child.
8679	115	5	37	en-US	Did you and your husband marry in Taiwan or abroad?
8680	115	5	38	en-US	My husband and I have known each other in Taiwan. 4 years ago, he came to Taiwan for the purpose of teaching Portuguese. 
8681	115	5	39	en-US	For the past few years, is his job of teaching Portuguese?
8682	115	5	40	en-US	When we just met, he is a Portuguese teacher. After we married, he still teaches Portuguese. But there are few people learning Portuguese, his teaching hours are unstable. Sometimes, there is one or two months which is a period between jobs. In order to reach a stable financial status, he wants to start to teach English. But his mother tongue is not English, he decided to seek advanced degree.
8683	115	5	41	en-US	You just mentioned that he decided to seek an advanced degree, did you mean that he wants to further study in Taiwan? 
8684	115	5	42	en-US	No. he wants to teach English in Taiwan, so he needs to get some degrees of teaching English. He found a distance learning program from California on internet.  He can finish his course requirement by distance learning and he doesn’t need to go to America. After he finished the entire course, he can get the master degree. His plan is to get this degree of American course, and he can teach English in Taiwan. 
8685	115	5	43	en-US	What’s the relationship between your husband and the person he has an affair with?
8686	115	5	44	en-US	They are colleague in cram school. The cram school arranges them to be the partner. My husband partner with her in teaching.
8687	115	5	45	en-US	How did you know they have an affair?
8688	115	5	46	en-US	At first, I just noticed that my husband often extra-work in cram school. I have asked him several times that if it is an English cram school, did you really need to extra-work. He told me that because he needs to partner with the Chinese teacher in English teaching, he has to stay in cram school late for extra work. At t he beginning, I didn’t suspect him. But later I found out that after he came back home, he often pick some phone calls. After he picks up phone call, he didn’t talk on the phone in front of me, and go to the study room to talk with somebody. That makes me suspect him of some affairs, so I check his phone book.
8689	115	5	47	en-US	Did you find any problems in cell phone?
8690	115	5	48	en-US	In his record, I saw the same number on the phone book. I am curious about who she or he is, I check his messages. After I check his messages, I found out that he send the messages with the same woman almost every day.
8691	115	5	49	en-US	If they are only sending messages, is that any problems or is the detail unusual?
8692	115	5	50	en-US	If they are the normal messages, that is fine. He is married, how can he make her send some intimated messages. I provide the court some messages on the phone. It should be in the fold. 
8693	115	5	51	en-US	Please show the page 13. There are some messages, defendant please check the messages. Are these the detail in your cell phone messages?
8694	115	5	52	zh-TW	是的,這些是我的手機簡訊
8695	115	5	53	en-US	Now I am going to ask you some questions based on these messages. The first message was sent at 9:50 p.m on November 31th ,2012. It was sent by 0958-932-***. The text is that I really fix your love. What does that mean?
8696	115	5	54	zh-TW	那是從我同事傳的,我記得我請兩天假,他有點擔心我.這就是為什麼他傳這簡訊給我.我的同事是在美國受教似的,所以他非常開放.這是他說話跟表達的方式,至於愛是他表達對我的關心而以.
8697	115	5	55	en-US	Did you mean that the sender is educated in America, so she is westernized, right? She expresses the feelings open-minded right? So the meaning of my love is nothing, right?
8698	115	5	56	zh-TW	當然沒有阿,這是兩個很好的朋友表達關心的方式
8699	115	5	57	en-US	What about the last two sentences she just mentioned?
8700	115	5	58	zh-TW	就像我說的他只是很擔心我,我們是工作上的同事.我請假兩天.他當然會擔心我.
8701	115	5	59	en-US	You mean that because you are two day off, your colleague worry about you, she send the message, right? Because she didn’t partner with you in English teaching, she miss you, is that right?
8702	115	5	60	zh-TW	對那就是內容阿,根本沒有什麼
8703	115	5	61	en-US	The second message was sent at 11:55p.m January 13th .2012. it is sent by the same cell phone. The detail is that I want you by my side, when can we be truly together? Can you tell me why do you have that kind of message?
8704	115	5	62	zh-TW	他寫這句話是想要我知道中文的意思
8705	115	5	63	en-US	Did you mean that she sent the messages for helping you finish your homework?
8706	115	5	64	zh-TW	就像我太太剛剛說的,我正在上一些課。我必須要完成30哥學分才算是結束。當然我就必須要完成一些功課阿。
8707	115	5	65	en-US	Can you explain that what did you learn in Master degree?
8708	115	5	66	zh-TW	我的課程是英語教學，在那樣的課程裡，有些是英文教學的課程，有些是文化以及語言表達的課程。
8709	115	5	67	en-US	So you mean that you are getting the master degree of TESOL. There are some cultural and communication courses, right
8710	115	5	68	zh-TW	對阿，我記得至少有三堂課跟文化與溝通課程有關係的。
8711	115	5	69	en-US	What’s your assignment of this kind of course you mentioned?
8712	115	5	70	zh-TW	這堂課的功課是根據每個學生不同而定的，拿我來說，我在台灣是想尋求一個應予教學的學位，為了拿到這個學位，跟足夠的語言能力，我必須知道如何表達。所以我有很多功課是中文英文之間的翻譯功課。
8713	115	5	71	en-US	Did you mean that you want to teach English in Taiwan, so you have get some courses to prove that you have the Chinese language competence, right? So you have to finish the assignment in the courses which is sentences translation, right?
8714	115	5	72	zh-TW	當然阿，我有時後還必須要潤飾我的作文還有口說能力。
8715	115	5	73	en-US	Then we go back to the sentence we just mention. Is this sentence your homework?
8716	115	5	74	zh-TW	是的，我還記得這句話。當我拿到這句中文的時候，我不知怎麼翻。你知道，有些中文字對外國人來說項天書一樣。我需要一些幫忙，所以請我同事幫忙。我告訴他我需要幫忙，所以請他幫我翻譯然後回傳答案給我。
8717	115	5	75	en-US	You mean that your colleague translated the sentence into Chinese and send it back to you, is that what you mean? That is to say, the detail of message is just assignment, right?
8718	115	5	76	zh-TW	那封簡訊只是我的功課罷了。
8719	115	5	77	en-US	Now we are going to show you that the details on page14 to 16. Please check the content. Is that just because you need to finish your homework, you ask your colleague for help, right?
8720	115	5	78	zh-TW	對，所有的簡訊都是為了完成我的功課。
8721	115	5	79	en-US	For your wife suspect you of having affair with yu chia Wang, what’s your explanation?
8722	115	5	80	zh-TW	我太太真的是想太多了，我知道他對我沒辦法養一個家不是很滿意。我想告訴法庭的是，在我開始想學課程的時候，他沒有給我任何支持。他並沒有給我任何幫助完成學業。如果他可以給我多一點支持或幫助的話，我就不需要問我同事拉。我覺得他需要為所有的誤會負責。
8723	115	5	81	en-US	According to what you just said, is there any quarrel between you and your wife?
8724	115	5	82	zh-TW	在結婚一開始的時候，我們當然過得很開心阿。問題在於….。我試著想要在台灣交葡萄牙文，但教課十束真的很不穩定。我的工作問題就變成我們的大問題。我們常常為了這件事在吵架。他根本不相信我其實進了我最大的努力。我沒辦法讓他知道我所面臨的挫折跟處境。
8725	115	5	83	en-US	Ok, let’s back to the master degree courses you just mentioned. When did you start your courses? Did you finish the course and get the degree?
8726	115	5	84	zh-TW	我在2010年春天開始。他是兩年的課程。我應該是在2012年12月就要完成我的課程。我沒有修完課程，因為我還要打工兼職。而且我沒有時間作作業。就像我太太說的，我太太一直都不是很支持我做這件事，我覺得我是一個人為了學業在奮鬥。我覺得我很累而且很綽折。
8727	115	5	85	en-US	You mean that the course is two year period, and you didn’t finish the course, can you tell me why?
8728	115	5	86	zh-TW	我沒有完成課業的要求。
8729	115	5	87	en-US	When did the semester end?
8730	115	5	88	zh-TW	我最後一個學期是在2012年的秋天。
8731	115	5	89	en-US	Based on what you just said, your semester ended on December 12th ,2012. You should not any assignment after the semester, right? But you and your colleague still send the messages to each other for six months after the semester ended. Can you tell me why?
8732	115	5	90	zh-TW	我或許是沒有完成學業，但不代表我不想增進我的語言能力。就算我沒有完成學業，沒有拿到碩士學位，我還是想增進我的能力，所以我才繼續傳簡訊。
8733	115	5	91	en-US	Did you mean that even though you didn’t finish your master degree, you still want to improve your language ability, right?
8734	115	5	92	en-US	對，這就是為什麼要找我同事幫忙。
8735	115	5	93	en-US	Did you mean that your colleague is like your tutor, right?
8736	115	5	94	zh-TW	他不只是一個家教，而且他是一個很好的朋友
8737	115	5	95	en-US	Did you pay her money?
8738	115	5	96	zh-TW	我本來要付錢給他，可是他拒絕了
8739	115	5	97	en-US	If you don’t pay her money, why did she still send the messages at midnight for helping you answer the question? Is that beyond the co-workers relationship?
8740	115	5	98	zh-TW	就像我說的，他是一個非常支持我的朋友。他總會用他自己的時間教我中文。
8741	115	5	99	en-US	Do you still teach English in that cram school?
8742	115	5	100	zh-TW	是的，我還在那工作。
8743	115	5	101	en-US	Does your colleague cia uin Wang also serving as a teacher in the cram school?
8744	115	5	102	zh-TW	他還在那工作，但我們不再是伙伴的關係了。
8745	115	5	103	en-US	Prosecutor, do you have any evidence need to investigate or subpoena any witness?
8746	115	5	104	en-US	I want to sopena the colleague, working for the bo yun cram school, cia yun Wang as witness to the court. I want to ask her why she sends these messages and the purpose of doing so.
8747	115	5	105	en-US	Plaintiff, do you have any evidence you want the court to investigate for you?
8748	115	5	106	en-US	I heard that the cram school takes some actions to solve the relationship between them. They try to encourage the colleague to quit the job. I want to know if the court asks the cram school to prove that.
8749	115	5	107	en-US	Defendant, do you have any evidence you want the court to investigate for you? The situation is that your master degree has ended on December 5th .2012. There is no reason for you to explain the interaction of you and your colleague; especially you often send the messages after 9 o’clock. That’s really wear. Do you have any evidence to prove your innocence
8750	115	5	108	zh-TW	我沒有任何希望法庭替我調查的證據。就像我說的，我跟我同事傳簡訊的理由非常簡單。我只想增進我的語言能力而且繼續學中文。
8751	115	5	109	en-US	The court date is at 4:30p.m on June 9th ,2014 for sopena. Both parties should attend this court. If necessary, both of you can have a lawyer, do you fully understand? 
8752	115	5	110	en-US	I understand
8753	115	5	111	zh-TW	我明白
8754	115	5	112	en-US	Today’s court is dismissed. 
8755	123	5	1	en-US	Today, we are here for the preparation procedure for case number 2287.
8756	123	5	9	en-US	I am here today, for case number 2287, as an interpreter, I promise to faithfully and honestly translate what is stated in this court. In the case of deliberately making false interpretation, the violation of perjury will apply.
8757	123	5	10	en-US	Defendant, your name please?
8758	123	5	11	en-US	YuHua Chen
8759	123	5	12	en-US	Your ID number?
8760	123	5	13	en-US	H284892843
8761	123	5	14	en-US	Your mailing address?
8762	123	5	15	en-US	Five floor, numver414, ZhongZheng road, XinDian district, New Taipei City.
8763	123	5	16	en-US	Your name please, plaintiff?
8764	123	5	17	zh-TW	安德斯坦 約翰
8765	123	5	18	en-US	Your passport number?
8766	123	5	19	zh-TW	KB281849281
8767	123	5	20	en-US	You ARC number?
8768	123	5	21	zh-TW	AD828918482
8769	123	5	22	en-US	Your mailing address?
8770	123	5	23	zh-TW	台北市大安區金華路4號7樓
